id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude
6644,New York,2022-06-28,15:39,Medium,Hail,Dry,4,31.1189,-118.9684
6645,Los Angeles,2022-02-08,09:42,Low,Clear,Slippery,5,32.7024,-71.2094
6646,New York,2022-10-03,16:05,Medium,Clear,Dry,4,33.6919,-86.5351
6647,Jacksonville,2022-10-04,13:00,High,Rain,Wet,5,29.6434,-118.8281
6648,Philadelphia,2023-08-16,22:13,Medium,Clear,Dry,4,25.0769,-115.6287
6649,Los Angeles,2023-03-18,19:37,Medium,Rain,Dry,5,46.165,-100.811
6650,Phoenix,2022-03-25,10:34,Medium,Clear,Dry,1,25.5123,-89.5019
6651,Los Angeles,2023-05-27,07:23,High,Cloudy,Icy,1,37.5347,-114.7557
6652,Jacksonville,2023-03-11,11:11,Low,Clear,Wet,4,34.7327,-76.9599
6653,Chicago,2023-06-13,11:26,Low,Clear,Wet,5,26.9291,-118.7673
6654,Los Angeles,2023-06-26,09:28,Low,Clear,Under Construction,2,43.9385,-85.4561
6655,Jacksonville,2022-09-06,16:46,Medium,Cloudy,Dry,3,35.9065,-76.9168
6656,Indianapolis,2021-10-06,07:15,High,Rain,Wet,2,38.401,-102.3179
6657,Dallas,2022-05-11,19:55,Low,Fog,Wet,5,35.3775,-96.7415
6658,Phoenix,2021-12-28,07:01,High,Fog,Wet,2,46.7744,-120.5589
6659,Phoenix,2022-04-11,08:26,High,Clear,Wet,5,28.2376,-92.8522
6660,Chicago,2023-05-24,13:17,Low,Hail,Dry,1,46.8673,-92.2409
6661,Los Angeles,2022-11-08,22:23,Medium,Clear,Dry,2,47.799,-86.2798
6662,Dallas,2021-03-28,09:58,High,Clear,Dry,4,27.0735,-70.9465
6663,San Diego,2022-08-11,09:11,Medium,Rain,Dry,2,31.258,-119.9142
6664,Dallas,2021-01-23,10:37,High,Hail,Slippery,3,47.7985,-97.5908
6665,Houston,2021-08-25,07:02,High,Clear,Wet,5,26.0053,-80.8231
6666,San Antonio,2022-01-07,09:15,Medium,Rain,Dry,4,47.2561,-111.7021
6667,Phoenix,2022-03-31,15:35,High,Rain,Dry,5,37.1769,-73.0484
6668,Houston,2022-09-27,14:17,Low,Cloudy,Icy,1,44.9498,-94.8614
6669,Houston,2022-04-21,18:25,Medium,Clear,Icy,5,29.939,-80.738
6670,New York,2023-10-02,08:04,Medium,Clear,Icy,4,28.8655,-92.7726
6671,Houston,2021-03-16,15:08,Low,Clear,Dry,4,31.5705,-95.6179
6672,New York,2022-11-01,23:39,Low,Clear,Dry,3,26.4083,-70.8547
6673,New York,2021-05-28,13:23,Medium,Clear,Dry,1,31.636,-114.1321
6674,New York,2023-08-25,21:01,Medium,Clear,Dry,5,36.3826,-73.8259
6675,San Antonio,2022-05-04,19:10,High,Snow,Wet,1,41.8764,-117.8227
6676,Austin,2023-10-02,09:41,Low,Rain,Dry,2,33.8933,-94.0971
6677,San Diego,2022-06-02,08:14,Low,Hail,Wet,2,32.3476,-97.3576
6678,Columbus,2021-10-11,16:17,Low,Rain,Slippery,2,45.7646,-107.0989
6679,Los Angeles,2023-09-08,07:55,Low,Clear,Dry,4,26.0119,-75.9344
6680,San Diego,2022-03-21,07:09,Low,Clear,Wet,3,37.1364,-106.1294
6681,Austin,2022-07-12,17:04,Low,Rain,Icy,1,41.8093,-95.1917
6682,Dallas,2021-06-20,18:36,High,Clear,Slippery,2,31.4393,-79.7503
6683,Chicago,2021-12-16,16:14,Medium,Clear,Dry,5,30.2406,-120.3802
6684,Los Angeles,2022-03-28,16:49,Medium,Snow,Icy,5,29.0527,-110.0137
6685,Jacksonville,2023-06-26,12:23,Low,Clear,Dry,5,32.1687,-107.7848
6686,Columbus,2022-09-19,07:38,Medium,Clear,Dry,5,29.3276,-80.809
6687,Philadelphia,2022-02-23,22:16,Low,Rain,Dry,4,39.6719,-77.8231
6688,New York,2022-03-25,13:21,High,Clear,Slippery,1,44.8948,-71.3166
6689,Jacksonville,2022-11-07,08:09,Medium,Clear,Dry,5,33.6983,-74.6595
6690,New York,2023-06-27,03:30,High,Clear,Wet,1,40.0012,-110.3987
6691,Los Angeles,2022-04-17,19:14,Low,Fog,Wet,3,32.7456,-115.6355
6692,New York,2022-11-18,18:19,Medium,Fog,Dry,3,26.9128,-75.4415
6693,New York,2023-06-23,08:42,High,Rain,Dry,1,26.9095,-72.9825
6694,Indianapolis,2022-04-13,22:34,High,Rain,Icy,1,47.1193,-101.3659
6695,Indianapolis,2023-03-18,16:55,Medium,Rain,Dry,1,42.2511,-121.1424
6696,Indianapolis,2023-04-27,19:34,Medium,Clear,Wet,5,36.7212,-98.4437
6697,Philadelphia,2023-05-30,15:06,Medium,Fog,Wet,1,26.9875,-121.0638
6698,Los Angeles,2023-12-13,10:41,High,Clear,Icy,2,28.3669,-98.95
6699,Chicago,2022-01-25,07:46,Low,Rain,Dry,2,26.2692,-73.852
6700,New York,2022-05-12,18:48,Low,Clear,Dry,2,30.4545,-86.0623
6701,New York,2023-03-14,21:38,Low,Rain,Dry,1,47.5585,-104.3744
6702,San Jose,2023-03-01,10:44,High,Cloudy,Icy,5,45.1239,-112.0225
6703,Charlotte,2023-05-01,18:59,Medium,Clear,Wet,1,37.122,-121.8148
6704,Los Angeles,2023-07-22,00:11,Low,Clear,Wet,5,32.0391,-73.3651
6705,Los Angeles,2022-01-24,21:05,High,Rain,Dry,1,47.24,-110.9413
6706,San Antonio,2023-11-27,14:42,Low,Clear,Wet,3,45.0879,-83.7326
6707,Austin,2021-11-27,14:53,Low,Clear,Dry,1,25.4798,-71.5895
6708,Philadelphia,2023-10-05,07:53,Medium,Clear,Wet,1,27.9074,-83.16
6709,San Jose,2021-07-13,03:23,Low,Clear,Dry,5,36.2734,-95.2334
6710,Charlotte,2023-09-15,17:18,Medium,Rain,Wet,4,44.1699,-100.9206
6711,New York,2023-05-24,17:15,Low,Rain,Dry,2,26.7646,-84.181
6712,Los Angeles,2022-07-25,07:58,Low,Snow,Dry,1,30.9465,-77.1244
6713,New York,2022-01-01,17:22,High,Snow,Dry,2,47.4465,-98.1662
6714,Los Angeles,2023-02-02,03:42,Low,Cloudy,Dry,2,26.9129,-73.4334
6715,Jacksonville,2022-08-10,18:56,High,Clear,Under Construction,4,26.8794,-84.8286
6716,Austin,2023-08-30,22:50,Low,Fog,Slippery,2,35.6984,-114.0962
6717,Los Angeles,2022-10-10,13:34,Low,Clear,Dry,1,27.3518,-110.9901
6718,New York,2023-11-18,16:34,Low,Clear,Dry,5,27.9097,-70.5583
6719,San Diego,2022-03-04,21:14,High,Snow,Under Construction,5,34.8756,-110.8545
6720,Austin,2021-10-18,17:14,High,Clear,Dry,1,25.3832,-108.5559
6721,Los Angeles,2022-07-17,22:09,Low,Clear,Dry,3,42.3633,-98.4963
6722,New York,2021-01-26,18:25,Medium,Clear,Dry,3,30.4763,-113.0312
6723,Indianapolis,2021-02-27,14:15,Medium,Rain,Wet,2,41.0558,-92.5104
6724,San Antonio,2022-05-25,17:27,Low,Clear,Wet,2,43.9965,-101.5946
6725,Chicago,2023-09-01,10:35,Medium,Clear,Icy,4,40.2593,-70.3435
6726,Phoenix,2023-05-25,06:17,High,Rain,Slippery,5,32.4978,-86.0797
6727,San Jose,2023-07-24,11:19,Medium,Cloudy,Dry,1,29.2086,-72.3965
6728,Dallas,2023-08-27,19:29,Medium,Hail,Dry,5,29.2154,-84.8755
6729,Chicago,2022-10-04,13:15,High,Rain,Under Construction,1,26.0998,-112.0383
6730,Charlotte,2023-03-03,14:23,High,Hail,Wet,5,26.7786,-96.7767
6731,New York,2022-06-25,07:48,Low,Fog,Dry,3,28.6429,-87.9202
6732,Jacksonville,2021-05-07,23:51,Medium,Clear,Dry,5,37.6643,-75.8595
6733,New York,2021-04-08,07:47,Low,Clear,Dry,4,35.6636,-78.3221
6734,Charlotte,2021-02-27,16:08,High,Cloudy,Dry,5,37.4953,-118.7589
6735,Charlotte,2022-11-25,11:00,Medium,Clear,Dry,1,26.1682,-111.6065
6736,Dallas,2023-12-31,11:17,Low,Clear,Slippery,4,31.2313,-71.6873
6737,Dallas,2021-10-15,16:50,Low,Snow,Icy,4,32.4193,-101.2506
6738,Chicago,2021-06-24,07:25,High,Cloudy,Icy,4,25.8561,-113.4572
6739,Chicago,2021-05-13,19:07,Low,Clear,Slippery,5,36.3342,-118.9079
6740,Chicago,2021-02-25,00:33,High,Clear,Wet,2,43.5304,-89.4743
6741,Phoenix,2023-03-28,09:13,Medium,Clear,Slippery,3,46.7548,-72.7447
6742,Los Angeles,2022-03-15,12:25,Low,Hail,Dry,1,39.4891,-120.3329
6743,Houston,2022-05-20,13:57,High,Clear,Dry,5,39.7828,-99.3592
6744,Los Angeles,2023-07-09,18:00,Low,Clear,Dry,3,38.6098,-109.7038
6745,Philadelphia,2021-05-13,15:17,Low,Clear,Wet,5,26.553,-88.155
6746,Los Angeles,2021-06-24,11:02,Medium,Rain,Wet,2,34.5797,-113.0115
6747,Houston,2022-10-27,11:21,Low,Fog,Wet,3,41.5386,-70.1445
6748,New York,2021-03-31,14:39,Low,Clear,Dry,1,38.3882,-117.4198
6749,Charlotte,2023-02-19,20:05,Medium,Clear,Slippery,2,30.7136,-111.562
6750,Philadelphia,2022-10-24,19:11,Low,Clear,Dry,4,30.9283,-108.1227
6751,Houston,2023-02-06,19:06,Medium,Clear,Slippery,3,45.1409,-88.9531
6752,Indianapolis,2023-04-20,15:20,Medium,Clear,Dry,1,39.4922,-86.0671
6753,San Diego,2022-06-01,15:28,High,Hail,Dry,1,40.3919,-70.3798
6754,Jacksonville,2021-07-23,07:28,Low,Clear,Wet,2,46.8683,-108.1918
6755,New York,2023-06-16,05:30,Medium,Clear,Dry,3,25.7572,-81.3148
6756,New York,2021-02-07,18:42,High,Rain,Wet,5,35.2524,-81.8661
6757,Houston,2023-05-14,10:41,Medium,Rain,Dry,1,26.8875,-104.2533
6758,Houston,2021-05-23,07:27,Low,Windy,Dry,2,44.4578,-118.5441
6759,New York,2021-10-05,14:40,Low,Clear,Icy,3,29.118,-114.0885
6760,Chicago,2023-12-13,21:42,Low,Rain,Wet,1,29.8406,-72.054
6761,San Jose,2021-05-31,16:57,Low,Clear,Wet,2,45.888,-86.3403
6762,San Diego,2021-03-21,19:47,Low,Fog,Under Construction,2,39.0399,-98.7766
6763,New York,2022-07-01,07:08,Low,Clear,Under Construction,5,36.5495,-84.0747
6764,Indianapolis,2022-08-20,05:12,Medium,Fog,Dry,2,27.0887,-110.4769
6765,New York,2022-09-10,15:27,Medium,Fog,Dry,3,46.7145,-73.6635
6766,Los Angeles,2021-08-11,22:42,High,Clear,Dry,5,30.0195,-72.5171
6767,Los Angeles,2022-09-30,21:54,Low,Snow,Dry,5,40.9057,-89.2446
6768,Dallas,2021-01-18,09:39,Medium,Fog,Wet,2,26.7977,-77.1789
6769,New York,2021-12-23,01:42,High,Rain,Slippery,3,30.6234,-85.148
6770,San Diego,2023-11-20,09:53,High,Snow,Wet,5,29.8079,-98.1789
6771,Los Angeles,2023-12-05,21:17,Low,Clear,Slippery,3,47.1474,-94.57
6772,Houston,2023-04-30,19:11,Low,Clear,Dry,1,37.2625,-76.3497
6773,San Diego,2021-05-05,20:26,Medium,Rain,Dry,5,28.3986,-107.8734
6774,Jacksonville,2021-06-13,06:11,High,Clear,Dry,1,46.5542,-97.8549
6775,Austin,2021-12-18,21:06,Medium,Clear,Wet,1,35.4563,-114.1839
6776,San Antonio,2023-10-29,21:35,Low,Clear,Slippery,1,40.2699,-99.8644
6777,Charlotte,2023-01-29,08:57,Low,Clear,Wet,4,26.9,-118.429
6778,Chicago,2021-10-04,19:28,Medium,Snow,Slippery,3,45.1854,-86.6868
6779,Philadelphia,2023-05-27,06:04,Medium,Clear,Dry,2,39.9962,-115.9927
6780,Charlotte,2023-01-28,15:36,Low,Clear,Dry,3,38.9439,-113.8478
6781,Philadelphia,2022-06-30,12:55,Medium,Rain,Dry,4,42.8471,-115.9427
6782,New York,2023-02-02,13:47,High,Snow,Dry,4,30.311,-93.3185
6783,San Diego,2023-06-14,12:22,High,Cloudy,Wet,3,36.0983,-92.516
6784,Los Angeles,2022-01-26,09:41,Medium,Clear,Dry,4,47.4652,-74.7165
6785,Austin,2022-04-17,17:09,Low,Snow,Icy,1,34.1612,-112.0505
6786,New York,2022-03-25,07:49,Low,Rain,Dry,5,38.7649,-90.6075
6787,Phoenix,2021-12-24,16:37,High,Snow,Wet,4,27.1612,-86.4271
6788,Chicago,2021-07-18,00:56,Medium,Rain,Slippery,1,26.3034,-91.3225
6789,Los Angeles,2021-12-07,05:43,Low,Rain,Dry,4,38.9793,-90.3146
6790,Chicago,2023-02-11,08:42,Low,Fog,Slippery,5,46.3548,-89.7662
6791,Columbus,2023-02-26,07:12,Medium,Clear,Dry,4,30.3607,-111.7743
6792,Austin,2022-12-06,13:48,Medium,Clear,Wet,1,46.632,-80.9826
6793,Los Angeles,2023-10-11,20:34,Medium,Rain,Dry,3,40.9331,-84.857
6794,Jacksonville,2023-03-24,09:49,High,Clear,Slippery,1,26.4169,-119.7164
6795,Houston,2021-10-06,23:55,Medium,Fog,Dry,2,35.9112,-98.8872
6796,Indianapolis,2021-05-26,09:38,Low,Clear,Dry,1,40.6239,-104.055
6797,Houston,2023-10-12,15:17,Low,Rain,Wet,3,37.6803,-100.532
6798,Los Angeles,2023-05-05,14:54,Medium,Clear,Icy,3,30.8908,-77.9164
6799,Jacksonville,2021-12-13,20:12,Medium,Snow,Dry,2,29.3314,-71.2427
6800,Indianapolis,2021-05-30,07:56,Medium,Clear,Dry,3,47.6048,-116.4331
6801,Los Angeles,2021-11-01,19:42,Low,Clear,Dry,5,26.2904,-76.402
6802,Austin,2022-09-12,03:28,High,Clear,Wet,1,38.0478,-73.8017
6803,Chicago,2022-02-19,07:36,Low,Clear,Wet,4,25.7095,-80.2539
6804,San Jose,2022-08-30,16:04,Medium,Rain,Icy,4,39.8025,-82.0919
6805,Indianapolis,2023-08-07,12:38,Low,Cloudy,Dry,2,46.0195,-85.8651
6806,San Jose,2023-08-04,07:59,High,Snow,Dry,5,41.1171,-72.9674
6807,Dallas,2023-09-18,16:01,Low,Fog,Wet,4,31.6835,-94.2862
6808,Houston,2022-05-23,10:42,Low,Rain,Dry,4,29.4364,-117.461
6809,San Antonio,2022-03-17,11:46,Low,Clear,Dry,4,43.2469,-74.3236
6810,Los Angeles,2022-10-02,23:07,High,Clear,Wet,4,26.7887,-100.1629
6811,Indianapolis,2022-01-16,08:15,Medium,Rain,Dry,3,47.558,-121.8011
6812,Dallas,2023-11-26,22:24,Medium,Hail,Dry,2,31.6189,-81.6062
6813,Phoenix,2021-04-04,18:06,Medium,Rain,Dry,4,46.3577,-74.2187
6814,Charlotte,2022-06-05,15:20,High,Rain,Wet,1,33.2557,-74.7895
6815,Houston,2023-10-08,10:00,Medium,Clear,Icy,1,44.5797,-79.0033
6816,Austin,2022-01-19,03:03,High,Snow,Icy,2,29.4612,-113.0613
6817,Jacksonville,2023-11-04,23:41,Medium,Rain,Icy,5,39.329,-76.9129
6818,New York,2021-08-02,19:13,Low,Clear,Dry,5,41.1948,-98.2067
6819,Indianapolis,2021-08-13,15:37,Medium,Hail,Dry,1,33.7575,-101.1391
6820,New York,2023-09-30,06:17,Medium,Clear,Wet,3,38.3533,-119.8656
6821,Indianapolis,2023-07-01,08:10,High,Windy,Dry,1,40.359,-74.0491
6822,San Jose,2021-06-24,19:07,High,Cloudy,Under Construction,5,44.4059,-82.7611
6823,Houston,2023-07-29,08:50,Low,Clear,Wet,2,37.7455,-108.5366
6824,Dallas,2023-06-03,13:26,High,Rain,Dry,3,31.9054,-103.8737
6825,New York,2021-08-20,07:26,Medium,Rain,Dry,2,35.8079,-116.4678
6826,Indianapolis,2022-06-30,16:54,Medium,Rain,Slippery,3,37.1063,-77.3667
6827,Indianapolis,2021-09-15,18:58,Medium,Fog,Under Construction,2,40.8102,-91.0124
6828,Dallas,2022-04-24,08:36,Low,Rain,Wet,5,29.9203,-95.9228
6829,New York,2022-06-29,07:20,High,Clear,Icy,1,47.8749,-91.439
6830,Dallas,2021-05-16,18:33,Medium,Clear,Wet,3,29.3956,-92.5261
6831,Dallas,2022-03-12,22:27,Medium,Clear,Icy,4,42.3496,-79.6346
6832,San Jose,2021-11-28,12:26,Medium,Clear,Dry,2,43.8622,-104.3045
6833,San Diego,2021-10-08,13:39,Low,Clear,Slippery,1,41.1008,-75.2115
6834,Phoenix,2023-04-12,07:46,Medium,Rain,Wet,3,36.9999,-120.5362
6835,Los Angeles,2022-10-08,12:07,Medium,Clear,Dry,1,41.6565,-90.1281
6836,Chicago,2023-10-13,07:19,Low,Fog,Slippery,1,38.8229,-119.2905
6837,Houston,2022-06-18,19:00,Low,Cloudy,Wet,5,44.1559,-103.0483
6838,Houston,2021-01-03,22:41,Low,Fog,Dry,2,35.9211,-120.8735
6839,Dallas,2022-08-25,08:11,Low,Clear,Wet,4,46.7153,-74.0653
6840,Columbus,2022-08-04,20:24,Medium,Hail,Icy,5,42.2307,-108.5388
6841,Dallas,2023-01-01,14:54,Medium,Clear,Dry,1,25.9907,-104.9289
6842,Houston,2022-09-19,03:01,High,Clear,Wet,4,39.0402,-86.9847
6843,Philadelphia,2022-08-11,18:40,Medium,Snow,Dry,3,47.745,-121.1181
6844,Los Angeles,2022-11-11,13:26,Medium,Rain,Slippery,5,29.2014,-106.1826
6845,Los Angeles,2021-09-03,15:19,Low,Cloudy,Slippery,2,34.2129,-106.8761
6846,Dallas,2022-10-25,06:04,High,Clear,Wet,2,28.4911,-86.5742
6847,Phoenix,2022-11-09,21:27,Medium,Clear,Dry,3,30.2752,-107.5425
6848,Philadelphia,2021-07-19,20:50,Medium,Snow,Wet,1,37.3554,-85.3476
6849,San Diego,2023-03-09,11:46,Medium,Clear,Dry,2,40.1101,-71.7174
6850,San Antonio,2021-08-27,17:54,High,Clear,Dry,3,36.0149,-70.7036
6851,Phoenix,2021-12-16,21:45,Medium,Clear,Dry,3,46.3184,-80.2441
6852,New York,2023-03-04,15:42,High,Clear,Dry,1,36.6726,-100.7931
6853,Los Angeles,2023-12-03,18:45,Medium,Clear,Dry,3,29.2329,-120.3579
6854,New York,2022-03-23,21:38,Low,Fog,Dry,5,43.7616,-110.0833
6855,Dallas,2022-11-18,08:08,Low,Clear,Dry,4,41.0277,-72.2881
6856,Chicago,2021-04-03,12:57,Medium,Fog,Icy,5,25.0812,-114.0827
6857,New York,2022-11-10,19:04,Low,Clear,Dry,1,33.2514,-113.9553
6858,Jacksonville,2023-02-09,20:55,Low,Fog,Wet,4,47.6113,-86.063
6859,Columbus,2021-07-06,17:04,Low,Clear,Slippery,5,35.8495,-106.9079
6860,New York,2023-06-04,14:32,High,Rain,Wet,3,46.35,-85.9414
6861,Dallas,2021-11-16,12:21,Low,Fog,Wet,3,44.1196,-83.8472
6862,Jacksonville,2023-02-27,09:06,Medium,Snow,Wet,1,27.9353,-111.1376
6863,Houston,2022-09-13,09:34,Low,Clear,Dry,5,32.3054,-108.0677
6864,Dallas,2022-12-05,18:36,Medium,Fog,Slippery,4,32.5726,-79.9458
6865,Columbus,2022-01-13,20:22,Medium,Clear,Dry,4,28.2088,-85.6153
6866,Columbus,2022-08-05,20:12,Medium,Rain,Dry,5,27.0258,-117.155
6867,Indianapolis,2021-03-30,18:38,Low,Rain,Wet,3,41.7442,-76.0161
6868,New York,2023-06-08,06:24,Medium,Clear,Icy,2,36.4006,-89.3641
6869,Indianapolis,2021-10-31,07:09,Medium,Cloudy,Slippery,4,25.8369,-85.9325
6870,Chicago,2023-10-14,13:43,High,Clear,Icy,3,33.8719,-70.2777
6871,Phoenix,2022-01-21,15:18,Low,Clear,Under Construction,5,26.4479,-107.3356
6872,Chicago,2022-11-22,13:50,High,Snow,Wet,1,38.3298,-115.7548
6873,San Antonio,2021-03-01,15:38,High,Clear,Dry,2,43.8928,-101.7329
6874,Dallas,2023-04-12,18:08,Low,Clear,Dry,3,44.6132,-120.6892
6875,Los Angeles,2023-08-17,19:15,High,Clear,Dry,4,34.635,-89.5355
6876,Charlotte,2023-05-11,15:35,Medium,Clear,Slippery,1,26.3025,-119.2204
6877,Los Angeles,2021-05-16,00:41,Medium,Fog,Dry,2,31.5268,-70.5505
6878,Jacksonville,2022-11-25,11:21,Medium,Cloudy,Dry,3,43.2384,-117.1762
6879,Los Angeles,2021-06-07,17:03,Medium,Clear,Dry,1,32.6947,-94.2353
6880,Austin,2022-03-26,22:41,High,Hail,Dry,4,31.5406,-102.5065
6881,Philadelphia,2023-05-30,08:57,Low,Rain,Slippery,2,36.6677,-84.4755
6882,Dallas,2023-02-09,21:41,High,Clear,Wet,1,43.5707,-114.88
6883,San Diego,2023-05-08,09:06,Low,Clear,Slippery,3,29.8642,-110.1734
6884,San Jose,2021-02-22,11:03,Medium,Clear,Dry,5,28.239,-77.5438
6885,Houston,2021-12-28,13:21,High,Snow,Slippery,2,25.849,-91.7733
6886,Los Angeles,2021-10-30,20:09,Medium,Clear,Dry,3,33.0951,-112.0154
6887,Phoenix,2023-10-02,09:45,Low,Clear,Dry,3,28.0407,-82.1672
6888,San Antonio,2021-11-22,19:47,Low,Clear,Wet,1,35.8115,-76.9986
6889,New York,2023-01-30,11:14,Medium,Rain,Wet,4,42.7073,-94.9404
6890,Chicago,2023-05-30,08:38,Low,Clear,Icy,3,33.7129,-98.637
6891,Phoenix,2022-10-03,09:46,Medium,Clear,Dry,3,34.5123,-95.5702
6892,Indianapolis,2023-01-16,05:01,Low,Clear,Wet,1,31.8979,-115.118
6893,Chicago,2022-01-28,14:05,High,Clear,Dry,3,27.3608,-108.7465
6894,Chicago,2022-05-30,07:23,Low,Clear,Dry,5,29.2154,-89.2387
6895,San Diego,2023-08-22,10:05,Low,Rain,Dry,4,36.6897,-112.1643
6896,Los Angeles,2021-09-26,16:56,Low,Clear,Dry,5,42.0063,-74.892
6897,Jacksonville,2023-06-08,12:03,Medium,Cloudy,Slippery,1,41.9744,-93.0199
6898,Dallas,2022-04-07,18:34,Low,Rain,Dry,3,40.9633,-94.2763
6899,Columbus,2022-06-26,17:56,Medium,Fog,Dry,1,26.428,-105.4776
6900,Los Angeles,2022-05-27,17:42,Low,Snow,Dry,2,30.0981,-99.0027
6901,Dallas,2022-09-01,16:49,Medium,Snow,Slippery,2,36.5842,-75.3
6902,Los Angeles,2022-09-16,13:41,Medium,Clear,Wet,2,28.4788,-105.4043
6903,San Jose,2023-08-27,13:18,Low,Clear,Dry,4,31.6212,-108.7126
6904,Charlotte,2022-12-06,07:22,Medium,Clear,Dry,3,32.8843,-95.8316
6905,Philadelphia,2023-01-14,20:22,Low,Rain,Dry,5,38.0224,-74.5047
6906,Houston,2022-03-27,21:30,High,Clear,Wet,3,43.069,-71.6089
6907,San Jose,2022-11-16,08:38,High,Clear,Slippery,1,30.1315,-119.1576
6908,Dallas,2023-12-28,19:09,High,Cloudy,Dry,4,27.3276,-74.2443
6909,Charlotte,2023-07-16,12:22,Medium,Rain,Dry,1,39.7054,-114.3038
6910,Los Angeles,2023-11-26,16:15,Low,Clear,Slippery,2,40.0193,-117.0339
6911,Austin,2021-04-24,21:18,Medium,Rain,Wet,5,36.021,-75.215
6912,New York,2022-12-31,09:18,Medium,Snow,Icy,1,26.317,-73.5147
6913,Indianapolis,2023-04-18,12:33,Low,Snow,Wet,4,28.5801,-76.4452
6914,San Antonio,2022-05-10,18:59,Low,Clear,Dry,3,31.1527,-86.6445
6915,Charlotte,2023-06-02,21:44,Medium,Snow,Dry,3,37.0292,-94.7497
6916,Los Angeles,2021-04-16,13:13,Medium,Clear,Dry,5,40.6847,-76.8214
6917,New York,2023-09-04,07:38,Low,Cloudy,Dry,5,39.9701,-100.2697
6918,New York,2023-07-15,23:56,Medium,Rain,Dry,1,25.2875,-93.4097
6919,Columbus,2021-04-04,13:59,Medium,Clear,Dry,3,36.7898,-91.1784
6920,Phoenix,2022-04-04,20:31,Low,Rain,Icy,4,29.7207,-119.238
6921,Charlotte,2022-12-21,08:25,High,Clear,Dry,1,40.5435,-76.5005
6922,Houston,2022-01-24,12:52,Medium,Clear,Icy,2,34.4013,-76.1935
6923,Chicago,2022-05-29,17:47,Low,Clear,Under Construction,4,37.1047,-72.2167
6924,Indianapolis,2022-02-08,16:17,Medium,Rain,Dry,5,30.0638,-119.4662
6925,Chicago,2021-11-07,11:39,Low,Clear,Dry,5,44.6411,-80.6797
6926,Chicago,2023-06-21,21:18,Medium,Clear,Wet,2,33.7187,-82.6106
6927,Phoenix,2021-01-11,14:52,High,Cloudy,Wet,5,42.4895,-113.3579
6928,Chicago,2023-06-18,16:18,Medium,Snow,Dry,3,46.8704,-103.5438
6929,Dallas,2021-09-23,19:53,Medium,Clear,Dry,3,32.3953,-74.3885
6930,Jacksonville,2021-02-27,20:48,Low,Rain,Icy,2,47.2551,-97.2688
6931,Phoenix,2023-04-19,04:11,Medium,Clear,Dry,2,28.0646,-80.8432
6932,San Jose,2022-11-25,20:32,Medium,Clear,Dry,5,27.8886,-79.1361
6933,Houston,2023-12-11,18:27,Low,Hail,Dry,3,36.5887,-89.7931
6934,New York,2023-12-03,08:25,Medium,Rain,Slippery,4,41.8427,-105.5353
6935,Dallas,2023-06-07,21:02,Low,Hail,Under Construction,1,37.2909,-95.4253
6936,San Diego,2021-01-27,17:24,Medium,Clear,Icy,2,26.938,-115.6679
6937,Houston,2022-07-19,07:26,Low,Clear,Dry,5,41.7328,-83.523
6938,New York,2023-02-13,10:53,High,Fog,Wet,1,28.9513,-98.2415
6939,Houston,2022-06-11,16:30,High,Clear,Wet,5,37.7109,-115.2139
6940,Phoenix,2021-05-14,12:09,Low,Clear,Under Construction,1,37.0009,-82.4077
6941,Los Angeles,2023-01-14,12:08,High,Rain,Slippery,2,27.527,-96.0643
6942,New York,2021-04-07,03:28,High,Clear,Dry,1,41.9974,-91.6007
6943,Indianapolis,2022-06-05,06:39,High,Clear,Dry,3,33.444,-73.2175
6944,Chicago,2021-03-12,16:12,High,Rain,Under Construction,4,39.8716,-76.6165
6945,Austin,2022-02-07,15:08,Low,Clear,Wet,2,26.2425,-95.7486
6946,Jacksonville,2022-04-25,16:04,Medium,Clear,Wet,3,42.9247,-101.058
6947,San Diego,2021-10-28,16:22,Medium,Snow,Wet,1,44.4251,-113.3722
6948,Dallas,2022-01-24,18:07,High,Snow,Dry,5,38.8138,-86.6961
6949,San Diego,2023-02-01,12:57,High,Clear,Dry,2,41.7189,-103.8149
6950,New York,2021-04-13,23:51,Low,Clear,Icy,1,35.7351,-96.5813
6951,Charlotte,2021-07-27,07:44,Medium,Clear,Dry,3,30.9012,-87.6004
6952,Dallas,2022-02-25,17:05,Medium,Rain,Slippery,2,43.3882,-84.1019
6953,San Diego,2021-11-24,13:23,Low,Snow,Dry,2,26.5539,-108.7664
6954,Chicago,2021-09-05,12:55,Medium,Clear,Dry,1,33.6768,-115.7458
6955,Dallas,2022-06-24,20:02,Low,Clear,Dry,5,29.2838,-120.7097
6956,New York,2022-06-06,18:44,Low,Clear,Dry,5,32.067,-100.8073
6957,San Antonio,2022-05-22,19:00,Low,Rain,Dry,5,43.9062,-80.1943
6958,San Jose,2022-01-10,16:10,High,Fog,Under Construction,4,44.3093,-90.9275
6959,Indianapolis,2023-01-30,08:19,Low,Fog,Dry,1,29.4195,-85.188
6960,San Diego,2023-10-23,14:05,Low,Clear,Icy,3,47.9154,-108.2671
6961,San Jose,2022-05-27,20:56,Medium,Clear,Icy,4,27.1094,-93.1009
6962,Austin,2021-02-24,10:48,Low,Windy,Slippery,1,40.1933,-101.9793
6963,San Diego,2021-04-13,16:44,Medium,Clear,Wet,2,41.6865,-81.5695
