id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude,hour,month,year,month_year,period
5198,Phoenix,2021-01-21,06:27,High,Clear,Under Construction,1,36.4531,-76.6376,6,1,2021,2021-01,Day
5199,Jacksonville,2021-04-22,02:39,High,Rain,Under Construction,3,37.1841,-73.7787,2,4,2021,2021-04,Night
5200,San Diego,2022-03-25,20:57,High,Snow,Dry,3,46.7087,-104.3866,20,3,2022,2022-03,Night
5201,Chicago,2022-03-11,07:06,High,Windy,Dry,1,29.3593,-80.3118,7,3,2022,2022-03,Day
5202,Houston,2023-02-05,17:58,Medium,Clear,Slippery,2,37.6875,-105.5248,17,2,2023,2023-02,Day
5203,Phoenix,2022-11-01,16:02,Low,Rain,Icy,5,33.4947,-118.6114,16,11,2022,2022-11,Day
5204,Houston,2023-06-03,19:13,Low,Fog,Icy,5,44.5867,-106.854,19,6,2023,2023-06,Night
5205,Houston,2023-10-27,17:04,Low,Clear,Dry,5,30.2716,-94.4209,17,10,2023,2023-10,Day
5206,Philadelphia,2021-05-22,09:08,High,Snow,Wet,5,45.4423,-101.3808,9,5,2021,2021-05,Day
5207,New York,2023-11-01,15:15,Medium,Rain,Dry,2,26.7185,-103.323,15,11,2023,2023-11,Day
5208,Philadelphia,2022-10-19,12:03,Low,Clear,Dry,4,26.2276,-85.5119,12,10,2022,2022-10,Day
5209,Philadelphia,2022-12-26,18:33,Low,Rain,Wet,5,47.3853,-107.8383,18,12,2022,2022-12,Night
5210,Philadelphia,2021-02-01,16:15,High,Clear,Under Construction,4,26.5958,-81.92,16,2,2021,2021-02,Day
5211,Dallas,2023-10-21,17:03,Low,Rain,Dry,4,25.8495,-101.2462,17,10,2023,2023-10,Day
5212,San Jose,2021-11-10,08:54,Medium,Snow,Dry,1,38.4415,-70.0379,8,11,2021,2021-11,Day
5213,New York,2022-07-12,16:55,Low,Clear,Icy,2,46.0904,-119.263,16,7,2022,2022-07,Day
5214,Chicago,2023-03-20,16:55,High,Snow,Icy,1,47.6438,-89.8861,16,3,2023,2023-03,Day
5215,Chicago,2023-11-14,20:41,Medium,Clear,Wet,5,29.8935,-80.1698,20,11,2023,2023-11,Night
5216,San Antonio,2022-05-25,15:59,Medium,Clear,Dry,5,44.3966,-119.8333,15,5,2022,2022-05,Day
5217,New York,2022-01-26,10:09,Medium,Fog,Wet,4,43.5846,-121.0495,10,1,2022,2022-01,Day
5218,Houston,2021-09-13,02:29,Medium,Rain,Slippery,3,29.3077,-86.87,2,9,2021,2021-09,Night
5219,New York,2022-04-12,07:06,Medium,Clear,Dry,4,42.524,-115.0498,7,4,2022,2022-04,Day
5220,Charlotte,2023-09-21,13:40,Low,Clear,Slippery,2,25.171,-74.8754,13,9,2023,2023-09,Day
5221,Chicago,2022-05-14,06:16,Low,Rain,Slippery,1,29.7676,-101.9344,6,5,2022,2022-05,Day
5222,Phoenix,2022-02-06,18:11,Low,Clear,Dry,3,34.2785,-75.2582,18,2,2022,2022-02,Night
5223,New York,2023-03-16,12:34,Medium,Clear,Wet,1,26.1413,-103.264,12,3,2023,2023-03,Day
5224,San Jose,2022-12-18,21:44,Medium,Clear,Icy,1,45.9959,-77.6315,21,12,2022,2022-12,Night
5225,Indianapolis,2022-07-07,08:34,Medium,Hail,Dry,1,37.8758,-119.4352,8,7,2022,2022-07,Day
5226,Dallas,2023-09-12,13:58,Low,Cloudy,Slippery,3,45.238,-71.0467,13,9,2023,2023-09,Day
5227,Jacksonville,2021-08-23,11:48,High,Snow,Under Construction,3,34.8368,-117.1818,11,8,2021,2021-08,Day
5228,New York,2022-11-30,09:29,Low,Snow,Slippery,4,44.3985,-74.6436,9,11,2022,2022-11,Day
5229,Chicago,2023-03-12,12:35,High,Clear,Dry,4,30.0561,-73.5796,12,3,2023,2023-03,Day
5230,San Antonio,2023-10-14,12:23,High,Rain,Dry,2,31.3372,-74.0168,12,10,2023,2023-10,Day
5231,Philadelphia,2021-09-29,08:51,High,Clear,Dry,3,36.7386,-105.8943,8,9,2021,2021-09,Day
5232,New York,2021-08-09,14:25,Low,Clear,Wet,4,30.0122,-104.5721,14,8,2021,2021-08,Day
5233,Los Angeles,2021-05-03,17:48,Low,Clear,Wet,1,40.5838,-111.7573,17,5,2021,2021-05,Day
5234,Charlotte,2023-06-02,06:06,High,Clear,Wet,4,29.3162,-106.0507,6,6,2023,2023-06,Day
5235,Los Angeles,2022-01-28,12:47,Medium,Cloudy,Wet,4,42.5641,-118.0406,12,1,2022,2022-01,Day
5236,Los Angeles,2023-04-15,15:56,Medium,Clear,Slippery,3,40.2151,-115.7538,15,4,2023,2023-04,Day
5237,Phoenix,2022-10-06,17:43,Low,Clear,Dry,1,44.9009,-111.8441,17,10,2022,2022-10,Day
5238,Houston,2023-09-04,07:40,Medium,Clear,Dry,4,38.5647,-79.8794,7,9,2023,2023-09,Day
5239,Columbus,2021-04-24,12:32,Medium,Clear,Dry,1,36.6389,-90.9393,12,4,2021,2021-04,Day
5240,San Antonio,2022-06-18,11:04,High,Clear,Dry,2,36.8191,-99.5365,11,6,2022,2022-06,Day
5241,New York,2022-09-30,15:00,Medium,Fog,Wet,1,45.4873,-88.1956,15,9,2022,2022-09,Day
5242,New York,2023-02-19,09:58,Low,Clear,Dry,3,44.3924,-120.9563,9,2,2023,2023-02,Day
5243,Los Angeles,2023-01-07,12:06,High,Clear,Wet,3,47.8558,-103.7634,12,1,2023,2023-01,Day
5244,Houston,2023-08-29,08:30,High,Clear,Wet,1,29.637,-118.2715,8,8,2023,2023-08,Day
5245,San Antonio,2023-10-04,14:00,Medium,Rain,Dry,1,40.1107,-106.4472,14,10,2023,2023-10,Day
5246,Chicago,2022-12-08,06:37,Low,Snow,Wet,3,37.241,-112.1499,6,12,2022,2022-12,Day
5247,Philadelphia,2023-09-24,20:24,High,Rain,Wet,4,41.7089,-78.065,20,9,2023,2023-09,Night
5248,Los Angeles,2023-11-26,04:16,Medium,Cloudy,Dry,5,32.1515,-114.7241,4,11,2023,2023-11,Night
5249,San Diego,2023-08-18,18:12,Low,Rain,Dry,1,43.1158,-84.3799,18,8,2023,2023-08,Night
5250,New York,2023-02-28,09:21,Low,Clear,Wet,3,33.2252,-84.3664,9,2,2023,2023-02,Day
5251,Phoenix,2021-04-08,14:53,Low,Clear,Dry,4,30.5007,-70.2763,14,4,2021,2021-04,Day
5252,San Jose,2023-07-25,07:13,Low,Clear,Slippery,1,31.0196,-111.2079,7,7,2023,2023-07,Day
5253,San Antonio,2023-03-02,20:21,Low,Clear,Dry,2,28.779,-82.6037,20,3,2023,2023-03,Night
5254,New York,2023-01-20,09:13,Medium,Fog,Slippery,5,35.7695,-112.1286,9,1,2023,2023-01,Day
5255,Los Angeles,2022-09-18,19:06,Medium,Snow,Wet,3,28.3365,-118.9197,19,9,2022,2022-09,Night
5256,New York,2023-02-17,19:45,Medium,Fog,Dry,3,45.2972,-85.5658,19,2,2023,2023-02,Night
5257,Los Angeles,2021-07-03,09:44,High,Clear,Dry,1,38.9842,-77.5597,9,7,2021,2021-07,Day
5258,Chicago,2022-02-14,12:26,Low,Rain,Icy,3,46.2568,-75.9686,12,2,2022,2022-02,Day
5259,Houston,2021-12-21,12:02,Medium,Rain,Wet,2,29.3548,-108.4929,12,12,2021,2021-12,Day
5260,Charlotte,2023-01-08,20:38,Low,Rain,Dry,5,31.9141,-76.4476,20,1,2023,2023-01,Night
5261,San Diego,2021-12-09,07:04,Low,Rain,Dry,3,39.3214,-98.1621,7,12,2021,2021-12,Day
5262,Los Angeles,2023-03-27,11:06,High,Snow,Wet,5,40.4394,-70.2475,11,3,2023,2023-03,Day
5263,Phoenix,2022-02-18,14:27,Medium,Fog,Dry,1,41.9095,-117.9296,14,2,2022,2022-02,Day
5264,Los Angeles,2021-09-19,16:15,Medium,Rain,Wet,3,43.0786,-88.6677,16,9,2021,2021-09,Day
5265,Los Angeles,2022-06-21,07:19,Medium,Snow,Dry,3,42.354,-98.3884,7,6,2022,2022-06,Day
5266,Los Angeles,2023-11-04,14:40,Medium,Rain,Dry,2,33.3264,-102.6743,14,11,2023,2023-11,Day
5267,Jacksonville,2022-08-10,08:39,High,Rain,Slippery,3,28.9762,-118.6686,8,8,2022,2022-08,Day
5268,Indianapolis,2021-05-10,13:43,Medium,Clear,Icy,4,46.9157,-84.3646,13,5,2021,2021-05,Day
5269,Phoenix,2021-11-07,22:16,High,Rain,Dry,1,25.3953,-119.5859,22,11,2021,2021-11,Night
5270,Austin,2021-06-07,03:13,Low,Cloudy,Wet,2,38.3889,-72.0188,3,6,2021,2021-06,Night
5271,Austin,2021-08-07,07:55,Medium,Clear,Dry,5,33.1671,-108.5131,7,8,2021,2021-08,Day
5272,Los Angeles,2022-06-21,22:59,High,Rain,Dry,2,27.6172,-108.2677,22,6,2022,2022-06,Night
5273,Chicago,2022-02-20,21:06,Low,Clear,Icy,4,36.2355,-77.1826,21,2,2022,2022-02,Night
5274,New York,2023-10-09,15:51,High,Clear,Dry,3,42.5158,-116.7782,15,10,2023,2023-10,Day
5275,Los Angeles,2022-01-01,12:19,High,Fog,Dry,3,33.1726,-108.0267,12,1,2022,2022-01,Day
5276,Chicago,2021-03-25,08:45,Medium,Fog,Dry,3,35.2219,-92.4862,8,3,2021,2021-03,Day
5277,Philadelphia,2022-05-22,07:45,Low,Clear,Dry,5,41.7803,-99.2739,7,5,2022,2022-05,Day
5278,Columbus,2021-11-28,16:00,High,Clear,Dry,5,30.3526,-89.6282,16,11,2021,2021-11,Day
5279,Indianapolis,2023-12-30,12:38,Medium,Clear,Dry,5,35.0424,-73.2244,12,12,2023,2023-12,Day
5280,Philadelphia,2023-03-14,15:38,Medium,Hail,Under Construction,1,45.3991,-89.3615,15,3,2023,2023-03,Day
5281,Charlotte,2022-08-18,15:52,Medium,Clear,Dry,1,38.7684,-87.5687,15,8,2022,2022-08,Day
5282,Chicago,2021-03-15,07:05,Low,Snow,Dry,4,45.8387,-75.2703,7,3,2021,2021-03,Day
5283,Los Angeles,2023-07-17,08:13,High,Clear,Wet,5,38.9043,-100.7632,8,7,2023,2023-07,Day
5284,Columbus,2023-06-09,14:51,Medium,Snow,Icy,3,29.8882,-117.3775,14,6,2023,2023-06,Day
5285,Dallas,2021-11-27,21:03,Medium,Clear,Icy,1,32.008,-89.9809,21,11,2021,2021-11,Night
5286,Charlotte,2023-08-04,08:39,Medium,Rain,Dry,2,26.798,-104.3245,8,8,2023,2023-08,Day
5287,New York,2023-06-18,13:42,Low,Clear,Wet,2,35.6018,-92.1899,13,6,2023,2023-06,Day
5288,Philadelphia,2021-03-26,15:40,Medium,Clear,Dry,4,38.9818,-70.5898,15,3,2021,2021-03,Day
5289,Columbus,2023-12-04,10:16,Low,Clear,Dry,3,28.8426,-116.7261,10,12,2023,2023-12,Day
5290,Philadelphia,2022-12-09,18:59,Low,Clear,Under Construction,1,42.4017,-75.4402,18,12,2022,2022-12,Night
5291,Los Angeles,2021-08-09,15:43,Medium,Snow,Wet,5,38.4492,-105.5178,15,8,2021,2021-08,Day
5292,New York,2022-09-11,18:18,Medium,Rain,Dry,1,41.1928,-86.926,18,9,2022,2022-09,Night
5293,Los Angeles,2023-09-09,16:45,Medium,Clear,Dry,4,30.8571,-75.7714,16,9,2023,2023-09,Day
5294,Houston,2021-12-18,19:19,Low,Clear,Dry,5,42.0154,-112.7281,19,12,2021,2021-12,Night
5295,Dallas,2022-11-29,08:59,Low,Clear,Dry,5,46.9502,-98.4154,8,11,2022,2022-11,Day
5296,Los Angeles,2022-07-21,07:43,Medium,Fog,Wet,4,37.1422,-104.4541,7,7,2022,2022-07,Day
5297,Charlotte,2022-01-16,13:52,Medium,Snow,Dry,1,37.6059,-93.4558,13,1,2022,2022-01,Day
5298,Indianapolis,2021-12-05,07:50,Low,Clear,Dry,2,42.9249,-94.0814,7,12,2021,2021-12,Day
5299,San Antonio,2023-09-27,00:00,High,Rain,Dry,4,40.5038,-103.3867,0,9,2023,2023-09,Night
5300,Chicago,2021-07-27,19:43,Low,Rain,Wet,2,27.6979,-119.1465,19,7,2021,2021-07,Night
5301,Phoenix,2022-12-19,20:15,Medium,Rain,Dry,2,35.7574,-97.1129,20,12,2022,2022-12,Night
5302,San Jose,2022-12-09,15:11,Low,Clear,Dry,1,32.4366,-109.5134,15,12,2022,2022-12,Day
5303,Jacksonville,2021-02-20,00:59,Low,Clear,Slippery,4,31.247,-82.2983,0,2,2021,2021-02,Night
5304,Los Angeles,2021-05-18,08:57,High,Clear,Wet,5,30.2165,-106.8846,8,5,2021,2021-05,Day
5305,San Diego,2022-09-09,07:26,Low,Clear,Slippery,1,38.6392,-78.6482,7,9,2022,2022-09,Day
5306,Indianapolis,2021-03-02,23:41,High,Rain,Dry,1,33.183,-102.189,23,3,2021,2021-03,Night
5307,Dallas,2022-12-03,08:52,Medium,Clear,Dry,4,45.2784,-85.296,8,12,2022,2022-12,Day
5308,Chicago,2022-11-05,06:59,Low,Rain,Wet,2,28.2017,-105.0931,6,11,2022,2022-11,Day
5309,San Diego,2022-03-20,19:32,Medium,Snow,Wet,5,38.0669,-84.9743,19,3,2022,2022-03,Night
5310,Houston,2023-04-13,11:28,Medium,Windy,Dry,2,27.7436,-90.4139,11,4,2023,2023-04,Day
5311,Chicago,2021-01-01,23:24,High,Clear,Dry,1,32.4397,-119.8727,23,1,2021,2021-01,Night
5312,Phoenix,2022-09-24,09:29,Low,Cloudy,Slippery,1,27.4622,-111.7651,9,9,2022,2022-09,Day
5313,San Diego,2023-10-16,16:12,Medium,Clear,Slippery,3,27.8835,-72.6757,16,10,2023,2023-10,Day
5314,Houston,2023-03-24,08:59,Low,Rain,Dry,1,29.3124,-76.566,8,3,2023,2023-03,Day
5315,Los Angeles,2022-06-20,17:18,Medium,Rain,Slippery,4,39.0576,-99.458,17,6,2022,2022-06,Day
5316,Jacksonville,2022-09-19,12:40,Low,Rain,Dry,2,25.1096,-81.0269,12,9,2022,2022-09,Day
5317,Phoenix,2022-04-22,08:08,Medium,Fog,Slippery,5,46.8316,-79.7873,8,4,2022,2022-04,Day
5318,Charlotte,2023-07-16,00:41,Medium,Rain,Wet,4,26.6218,-77.4503,0,7,2023,2023-07,Night
5319,Philadelphia,2022-08-03,16:54,Low,Fog,Dry,1,47.4175,-83.5711,16,8,2022,2022-08,Day
5320,Charlotte,2022-03-04,15:37,High,Clear,Dry,4,36.855,-112.4359,15,3,2022,2022-03,Day
5321,Philadelphia,2021-11-19,22:29,Medium,Clear,Icy,1,38.009,-102.2211,22,11,2021,2021-11,Night
5322,San Antonio,2021-05-24,17:23,Medium,Clear,Wet,4,37.14,-119.6094,17,5,2021,2021-05,Day
5323,New York,2023-10-31,11:56,Medium,Clear,Icy,2,31.5689,-83.0811,11,10,2023,2023-10,Day
5324,Dallas,2023-09-16,18:52,Medium,Clear,Dry,2,35.7813,-120.7251,18,9,2023,2023-09,Night
5325,Phoenix,2021-10-12,21:55,High,Clear,Wet,3,41.1513,-79.3176,21,10,2021,2021-10,Night
5326,Indianapolis,2021-10-13,16:09,Low,Clear,Dry,2,30.578,-83.7293,16,10,2021,2021-10,Day
5327,Philadelphia,2021-11-04,08:36,Medium,Clear,Wet,2,39.4089,-70.4222,8,11,2021,2021-11,Day
5328,Charlotte,2023-10-16,18:30,Low,Snow,Dry,2,35.0971,-70.4541,18,10,2023,2023-10,Night
5329,Austin,2023-03-10,23:34,Low,Clear,Wet,3,29.1939,-91.1559,23,3,2023,2023-03,Night
5330,Jacksonville,2023-02-24,19:48,Medium,Clear,Dry,3,43.3137,-102.4063,19,2,2023,2023-02,Night
5331,Columbus,2023-07-31,09:01,Low,Clear,Wet,3,40.5466,-71.3728,9,7,2023,2023-07,Day
5332,San Antonio,2022-09-04,19:39,Medium,Fog,Dry,2,44.3882,-95.2755,19,9,2022,2022-09,Night
5333,New York,2021-05-09,08:48,Low,Cloudy,Dry,1,47.9926,-75.2817,8,5,2021,2021-05,Day
5334,Dallas,2021-08-26,18:04,Medium,Rain,Dry,2,25.4863,-104.4444,18,8,2021,2021-08,Night
5335,Indianapolis,2021-01-03,23:48,Medium,Clear,Slippery,3,30.4981,-76.5872,23,1,2021,2021-01,Night
5336,San Antonio,2023-06-23,06:53,Medium,Cloudy,Under Construction,2,41.2417,-107.3896,6,6,2023,2023-06,Day
5337,Austin,2022-06-25,18:07,Medium,Rain,Wet,4,43.6049,-107.8036,18,6,2022,2022-06,Night
5338,San Jose,2021-04-30,14:33,High,Clear,Slippery,4,30.3508,-109.4926,14,4,2021,2021-04,Day
5339,Indianapolis,2021-08-01,08:00,Medium,Rain,Wet,1,25.8662,-97.2568,8,8,2021,2021-08,Day
5340,Dallas,2021-11-22,07:54,Medium,Clear,Dry,3,46.4157,-80.604,7,11,2021,2021-11,Day
5341,Austin,2022-03-07,14:05,Low,Rain,Dry,1,34.4615,-81.0566,14,3,2022,2022-03,Day
5342,Austin,2022-07-24,18:26,Low,Rain,Icy,2,40.7464,-89.7719,18,7,2022,2022-07,Night
5343,Los Angeles,2021-07-25,18:56,Medium,Clear,Dry,3,40.7583,-78.369,18,7,2021,2021-07,Night
5344,New York,2023-01-23,14:58,High,Clear,Dry,2,29.4004,-83.2317,14,1,2023,2023-01,Day
5345,San Jose,2022-05-27,20:40,High,Rain,Wet,1,27.2396,-107.9245,20,5,2022,2022-05,Night
5346,New York,2021-04-09,14:54,Low,Clear,Icy,4,36.3891,-102.1076,14,4,2021,2021-04,Day
5347,Houston,2021-04-11,07:06,Medium,Rain,Slippery,5,37.7879,-76.7173,7,4,2021,2021-04,Day
5348,Houston,2023-11-16,18:50,Low,Clear,Wet,5,30.2796,-96.0703,18,11,2023,2023-11,Night
5349,Indianapolis,2023-06-28,18:22,Low,Snow,Wet,3,35.9094,-70.4485,18,6,2023,2023-06,Night
5350,Los Angeles,2021-03-04,07:33,Low,Clear,Dry,3,44.2874,-113.0196,7,3,2021,2021-03,Day
5351,Dallas,2021-07-09,19:19,Low,Fog,Dry,5,35.6822,-89.4072,19,7,2021,2021-07,Night
5352,Philadelphia,2022-08-31,07:20,Low,Rain,Icy,1,42.4968,-73.651,7,8,2022,2022-08,Day
5353,Dallas,2023-07-14,12:46,Low,Clear,Dry,3,27.3918,-103.0704,12,7,2023,2023-07,Day
5354,Los Angeles,2021-06-27,08:02,Medium,Clear,Dry,4,25.0956,-85.4523,8,6,2021,2021-06,Day
5355,Houston,2021-08-06,12:46,Medium,Snow,Dry,5,40.5112,-114.9548,12,8,2021,2021-08,Day
5356,Phoenix,2021-03-05,21:33,Medium,Fog,Slippery,1,36.7734,-94.2032,21,3,2021,2021-03,Night
5357,San Jose,2023-03-17,16:14,Low,Clear,Dry,4,28.2702,-73.9568,16,3,2023,2023-03,Day
5358,New York,2023-10-18,18:10,Low,Rain,Slippery,4,28.5125,-85.2274,18,10,2023,2023-10,Night
5359,Indianapolis,2021-06-02,12:42,Medium,Cloudy,Under Construction,4,41.919,-113.8063,12,6,2021,2021-06,Day
5360,New York,2022-02-01,05:39,Medium,Rain,Dry,5,46.1985,-109.3752,5,2,2022,2022-02,Night
5361,Philadelphia,2023-06-16,07:44,Low,Rain,Dry,3,36.8127,-108.9901,7,6,2023,2023-06,Day
5362,Phoenix,2021-04-15,19:19,Medium,Cloudy,Wet,1,44.0201,-80.1905,19,4,2021,2021-04,Night
5363,Chicago,2023-05-04,10:22,High,Clear,Wet,3,34.086,-100.1812,10,5,2023,2023-05,Day
5364,Austin,2021-07-14,11:49,Low,Clear,Dry,1,46.5555,-121.0667,11,7,2021,2021-07,Day
5365,Dallas,2023-12-06,17:01,Medium,Fog,Dry,3,38.1026,-96.4923,17,12,2023,2023-12,Day
5366,Houston,2022-01-16,19:56,Low,Snow,Dry,4,34.6837,-103.8292,19,1,2022,2022-01,Night
5367,Austin,2022-05-02,08:55,Medium,Rain,Dry,1,44.331,-100.2749,8,5,2022,2022-05,Day
5368,San Diego,2023-10-30,12:48,Medium,Fog,Dry,1,43.8399,-111.384,12,10,2023,2023-10,Day
5369,Columbus,2021-10-25,07:38,High,Rain,Dry,1,40.8916,-121.826,7,10,2021,2021-10,Day
5370,Philadelphia,2022-05-08,08:37,High,Clear,Dry,1,26.0911,-96.5206,8,5,2022,2022-05,Day
5371,Jacksonville,2023-05-11,11:19,High,Rain,Wet,1,27.4388,-106.19,11,5,2023,2023-05,Day
5372,New York,2022-11-26,12:47,High,Rain,Dry,5,26.0682,-105.1049,12,11,2022,2022-11,Day
5373,Houston,2021-04-26,07:58,Medium,Clear,Dry,4,38.9066,-118.464,7,4,2021,2021-04,Day
5374,San Jose,2021-08-17,14:12,Medium,Clear,Icy,2,33.749,-100.7544,14,8,2021,2021-08,Day
5375,Los Angeles,2023-04-30,06:44,High,Rain,Dry,1,35.4746,-85.1129,6,4,2023,2023-04,Day
5376,Dallas,2022-10-14,08:26,Medium,Fog,Slippery,2,40.8455,-89.6153,8,10,2022,2022-10,Day
5377,Philadelphia,2023-01-03,20:45,Medium,Cloudy,Wet,1,40.4471,-108.2313,20,1,2023,2023-01,Night
5378,Los Angeles,2021-10-11,09:53,Medium,Snow,Dry,1,43.2296,-80.1588,9,10,2021,2021-10,Day
5379,New York,2023-08-26,11:21,Medium,Clear,Icy,5,26.848,-83.3744,11,8,2023,2023-08,Day
5380,Chicago,2023-12-28,17:58,Medium,Rain,Dry,1,27.3327,-75.8684,17,12,2023,2023-12,Day
5381,Phoenix,2021-08-20,21:12,Low,Cloudy,Icy,1,31.8725,-113.2515,21,8,2021,2021-08,Night
5382,San Antonio,2021-07-27,09:53,Medium,Rain,Dry,5,47.6525,-83.1484,9,7,2021,2021-07,Day
5383,New York,2021-06-03,21:19,Low,Clear,Wet,2,43.2946,-78.2844,21,6,2021,2021-06,Night
5384,Los Angeles,2022-01-14,08:42,High,Clear,Wet,5,25.2647,-106.0979,8,1,2022,2022-01,Day
5385,Phoenix,2022-08-31,10:41,High,Clear,Icy,1,47.4603,-73.0343,10,8,2022,2022-08,Day
5386,Chicago,2021-03-28,20:38,High,Clear,Dry,4,35.5914,-84.6665,20,3,2021,2021-03,Night
5387,Phoenix,2022-01-21,05:57,High,Rain,Dry,5,39.0492,-73.7629,5,1,2022,2022-01,Night
5388,Charlotte,2023-10-23,19:52,Low,Clear,Dry,1,38.724,-102.6443,19,10,2023,2023-10,Night
5389,Dallas,2021-07-09,18:13,Low,Fog,Dry,4,40.9417,-115.0843,18,7,2021,2021-07,Night
5390,San Antonio,2021-04-27,23:46,Low,Rain,Dry,5,47.4007,-104.1416,23,4,2021,2021-04,Night
5391,San Jose,2021-02-17,02:03,Low,Clear,Dry,4,40.6381,-119.8543,2,2,2021,2021-02,Night
5392,Los Angeles,2023-02-06,18:57,Low,Clear,Slippery,2,25.5001,-116.0921,18,2,2023,2023-02,Night
5393,Austin,2022-10-16,14:11,Medium,Rain,Dry,2,35.5681,-115.8885,14,10,2022,2022-10,Day
5394,Houston,2022-04-10,17:45,Medium,Hail,Wet,2,25.1106,-78.6608,17,4,2022,2022-04,Day
5395,Phoenix,2021-11-09,20:17,Medium,Snow,Dry,4,45.4969,-96.9554,20,11,2021,2021-11,Night
5396,San Antonio,2023-01-19,12:30,Low,Clear,Slippery,3,29.7036,-112.3157,12,1,2023,2023-01,Day
5397,Phoenix,2021-08-28,22:18,Low,Rain,Wet,5,47.3686,-84.1356,22,8,2021,2021-08,Night
5398,Jacksonville,2023-09-24,12:30,High,Clear,Dry,3,40.5652,-99.1726,12,9,2023,2023-09,Day
5399,Chicago,2023-02-01,12:19,Medium,Rain,Dry,4,38.0599,-108.201,12,2,2023,2023-02,Day
5400,San Diego,2021-09-18,19:39,High,Clear,Dry,2,40.3416,-96.4922,19,9,2021,2021-09,Night
5401,Philadelphia,2022-03-02,11:05,Medium,Clear,Dry,1,31.296,-92.8909,11,3,2022,2022-03,Day
5402,Chicago,2023-09-07,17:28,High,Fog,Wet,1,46.9424,-70.1217,17,9,2023,2023-09,Day
5403,Houston,2022-01-31,05:34,Medium,Windy,Icy,4,36.1884,-92.4367,5,1,2022,2022-01,Night
5404,Houston,2023-05-07,22:55,Medium,Fog,Wet,4,40.3552,-81.2973,22,5,2023,2023-05,Night
5405,Dallas,2021-12-24,22:21,Low,Snow,Dry,5,47.2618,-101.0211,22,12,2021,2021-12,Night
5406,Los Angeles,2021-10-23,19:25,Medium,Clear,Wet,4,44.7238,-81.8613,19,10,2021,2021-10,Night
5407,New York,2022-12-10,08:08,High,Rain,Dry,5,27.8832,-89.9807,8,12,2022,2022-12,Day
5408,Dallas,2023-09-19,16:34,Medium,Rain,Dry,1,46.1767,-108.8198,16,9,2023,2023-09,Day
5409,San Jose,2023-04-20,19:50,Medium,Fog,Wet,5,30.4493,-100.4313,19,4,2023,2023-04,Night
5410,Austin,2021-03-17,06:57,Low,Rain,Dry,4,32.0896,-83.6258,6,3,2021,2021-03,Day
5411,Chicago,2022-06-23,23:57,Low,Rain,Wet,3,41.52,-92.8158,23,6,2022,2022-06,Night
5412,Chicago,2022-02-05,21:07,Low,Clear,Icy,2,43.3566,-97.9175,21,2,2022,2022-02,Night
5413,New York,2021-09-12,06:41,Low,Clear,Wet,5,36.9333,-120.3425,6,9,2021,2021-09,Day
5414,Chicago,2023-12-29,09:43,High,Clear,Wet,2,31.6726,-88.4499,9,12,2023,2023-12,Day
5415,Columbus,2021-11-03,15:14,Low,Clear,Wet,1,37.6453,-79.1879,15,11,2021,2021-11,Day
5416,Austin,2022-05-09,12:37,High,Rain,Dry,5,36.7982,-121.4835,12,5,2022,2022-05,Day
5417,Austin,2022-07-11,12:33,Medium,Clear,Under Construction,4,45.5287,-95.4553,12,7,2022,2022-07,Day
5418,New York,2022-11-17,12:30,Medium,Rain,Wet,3,46.0396,-101.5966,12,11,2022,2022-11,Day
5419,Philadelphia,2023-12-12,09:36,Medium,Clear,Dry,4,46.3899,-120.539,9,12,2023,2023-12,Day
5420,Indianapolis,2022-09-01,13:12,High,Clear,Icy,3,34.3261,-70.7918,13,9,2022,2022-09,Day
5421,Philadelphia,2023-10-26,20:59,Medium,Clear,Dry,3,33.9433,-72.1401,20,10,2023,2023-10,Night
5422,Phoenix,2022-05-12,06:46,Low,Clear,Slippery,5,46.7775,-98.1563,6,5,2022,2022-05,Day
5423,New York,2022-05-19,17:52,Medium,Rain,Dry,1,29.1784,-82.9015,17,5,2022,2022-05,Day
5424,San Diego,2022-11-30,17:08,Medium,Clear,Dry,3,25.7371,-106.8859,17,11,2022,2022-11,Day
5425,Chicago,2021-08-10,18:42,High,Rain,Dry,5,44.7711,-98.4948,18,8,2021,2021-08,Night
5426,New York,2023-09-03,11:39,Low,Clear,Under Construction,4,25.6114,-109.4201,11,9,2023,2023-09,Day
5427,Los Angeles,2023-08-09,14:18,Medium,Hail,Slippery,3,34.7109,-70.1799,14,8,2023,2023-08,Day
5428,Austin,2022-03-25,06:03,High,Clear,Under Construction,5,46.4289,-79.982,6,3,2022,2022-03,Day
5429,Houston,2022-06-12,09:45,High,Clear,Wet,5,32.8856,-112.9508,9,6,2022,2022-06,Day
5430,San Jose,2023-05-16,20:17,Medium,Rain,Wet,2,31.243,-117.1549,20,5,2023,2023-05,Night
5431,New York,2021-10-06,17:56,Low,Windy,Slippery,5,39.1092,-111.8366,17,10,2021,2021-10,Day
5432,Phoenix,2021-12-11,17:01,Low,Clear,Slippery,3,35.7495,-87.525,17,12,2021,2021-12,Day
5433,Phoenix,2023-07-12,21:29,Medium,Rain,Under Construction,2,44.3579,-106.3933,21,7,2023,2023-07,Night
5434,Charlotte,2022-12-05,10:52,Low,Rain,Dry,1,30.3028,-116.2709,10,12,2022,2022-12,Day
